,pathogen,source,disease,tsource,ttype,portal,infection_atts,tatts,TBD
0,"#id	pathogen	source	disease	trans_source	trans_type	portal	infection_atts	trans_atts	#comments,",,,,,,,,
2593,"9695	Influenza B virus (B/Osaka/1201/2000)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2594,"9696	Influenza B virus (B/Osaka/547/1997)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2595,"9697	Influenza B virus (B/Osaka/547/97)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2596,"9698	Influenza B virus (B/Osaka/710/1997)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2597,"9699	Influenza B virus (B/Osaka/711/97)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2598,"9700	Influenza B virus (B/Osaka/728/1997)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2599,"9701	Influenza B virus (B/Osaka/755/1997)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2600,"9702	Influenza B virus (B/Osaka/820/1997)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2601,"9703	Influenza B virus (B/Osaka/837/1997)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2602,"9704	Influenza B virus (B/Osaka/854/1997)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2603,"9705	Influenza B virus (B/Osaka/983/1997)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2604,"9706	Influenza B virus (B/Osaka/983/1997-M1)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2605,"9707	Influenza B virus (B/Osaka/983/1997-M2)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2606,"9708	Influenza B virus (B/Osaka/983/97-V1)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2607,"9709	Influenza B virus (B/Osaka/983/97-V2)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2608,"9710	Influenza B virus (B/Osaka/983/97-V3)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2609,"9711	Influenza B virus (B/Osaka/983/97-V4)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2610,"9712	Influenza B virus (B/Osaka/983/97-V5)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2611,"9713	Influenza B virus (B/Osaka/983/97-V6)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2612,"9714	Influenza B virus (B/Osaka/983/97-V7)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2613,"9715	Influenza B virus (B/Osaka/983/97-V8)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2614,"9716	Influenza B virus (B/Osaka/c19/93)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2615,"9717	Influenza B virus (B/Oslo/1072/2001)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2616,"9718	Influenza B virus (B/Oslo/1329/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2617,"9719	Influenza B virus (B/Oslo/1510/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2618,"9720	Influenza B virus (B/Oslo/1846/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2619,"9721	Influenza B virus (B/Oslo/1847/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2620,"9722	Influenza B virus (B/Oslo/1862/2001)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2621,"9723	Influenza B virus (B/Oslo/1864/2001)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2622,"9724	Influenza B virus (B/Oslo/1870/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2623,"9725	Influenza B virus (B/Oslo/1871/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2624,"9726	Influenza B virus (B/Oslo/2293/2001)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2625,"9727	Influenza B virus (B/Oslo/2295/2001)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2626,"9728	Influenza B virus (B/Oslo/2297/2001)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2627,"9729	Influenza B virus (B/Oslo/238/2001)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2628,"9730	Influenza B virus (B/Oslo/3761/2000)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2629,"9731	Influenza B virus (B/Oslo/47/2001)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2630,"9732	Influenza B virus (B/Oslo/668/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2631,"9733	Influenza B virus (B/Oslo/71/04)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2632,"9734	Influenza B virus (B/Oslo/801/99)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2633,"9735	Influenza B virus (B/Oslo/805/99)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2634,"9736	Influenza B virus (B/Oslo/837/99)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2635,"9737	Influenza B virus (B/Panama/45/1990)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2636,"9738	Influenza B virus (B/Panama/45/90)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2637,"9739	Influenza B virus (B/Paraguay/636/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2638,"9740	Influenza B virus (B/Paris/549/1999)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2639,"9741	Influenza B virus (B/Parma/1/03)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2640,"9742	Influenza B virus (B/Parma/1/04)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2641,"9743	Influenza B virus (B/Parma/13/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2642,"9744	Influenza B virus (B/Parma/16/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2643,"9745	Influenza B virus (B/Parma/2/03)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2644,"9746	Influenza B virus (B/Parma/2/04)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2645,"9747	Influenza B virus (B/Parma/23/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2646,"9748	Influenza B virus (B/Parma/24/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2647,"9749	Influenza B virus (B/Parma/25/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2648,"9750	Influenza B virus (B/Parma/28/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2649,"9751	Influenza B virus (B/Parma/3/04)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2650,"9752	Influenza B virus (B/Parma/4/04)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2651,"9753	Influenza B virus (B/Parma/5/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2652,"9754	Influenza B virus (B/Pennsylvania/1/2006)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2653,"9755	Influenza B virus (B/Pennsylvania/2/2001)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2654,"9756	Influenza B virus (B/Pennsylvania/2/2006)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2655,"9757	Influenza B virus (B/Pennsylvania/3/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2656,"9758	Influenza B virus (B/Pennsylvania/3/2006)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2657,"9759	Influenza B virus (B/Pennsylvania/4/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2658,"9760	Influenza B virus (B/Perth/211/2001)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2659,"9761	Influenza B virus (B/Peru/1324/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2660,"9762	Influenza B virus (B/Peru/1364/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2661,"9763	Influenza B virus (B/Perugia/4/03)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2662,"9764	Influenza B virus (B/Philippines/5072/2001)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2663,"9765	Influenza B virus (B/Philippines/93079/2001)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2664,"9766	Influenza B virus (B/Pusan/250/99)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2665,"9767	Influenza B virus (B/Pusan/255/99)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2666,"9768	Influenza B virus (B/Pusan/270/99)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2667,"9769	Influenza B virus (B/Pusan/285/99)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2668,"9770	Influenza B virus (B/Quebec/1/01)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2669,"9771	Influenza B virus (B/Quebec/162/98)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2670,"9772	Influenza B virus (B/Quebec/173/98)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2671,"9773	Influenza B virus (B/Quebec/2/01)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2672,"9774	Influenza B virus (B/Quebec/3/01)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2673,"9775	Influenza B virus (B/Quebec/4/01)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2674,"9776	Influenza B virus (B/Quebec/452/98)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2675,"9777	Influenza B virus (B/Quebec/453/98)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2676,"9778	Influenza B virus (B/Quebec/465/98)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2677,"9779	Influenza B virus (B/Quebec/511/98)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2678,"9780	Influenza B virus (B/Quebec/514/98)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2679,"9781	Influenza B virus (B/Quebec/517/98)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2680,"9782	Influenza B virus (B/Quebec/51/98)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2681,"9783	Influenza B virus (B/Quebec/6/01)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2682,"9784	Influenza B virus (B/Quebec/7/01)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2683,"9785	Influenza B virus (B/Quebec/74199/99)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2684,"9786	Influenza B virus (B/Quebec/74204/99)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2685,"9787	Influenza B virus (B/Quebec/74206/99)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2686,"9788	Influenza B virus (B/Quebec/8/01)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2687,"9789	Influenza B virus (B/Quebec/9/01)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2688,"9790	Influenza B virus (B/Rabat/41/97)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2689,"9791	Influenza B virus (B/Rabat/45/97)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2690,"9792	Influenza B virus (B/Rabat/61/97)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2691,"9793	Influenza B virus (B/RiodeJaneiro/200/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2692,"9794	Influenza B virus (B/RiodeJaneiro/209/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2693,"9795	Influenza B virus (B/RiodeJaneiro/315/01)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2694,"9796	Influenza B virus (B/RiodeJaneiro/353/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2695,"9797	Influenza B virus (B/RiodeJaneiro/354/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2696,"9798	Influenza B virus (B/RioGdoSul/337/01)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2697,"9799	Influenza B virus (B/RioGdoSul/357/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2698,"9800	Influenza B virus (B/RioGdoSul/374/01)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2699,"9801	Influenza B virus(B/Rochester/02/2001)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2700,"9802	Influenza B virus (B/Roma/1/03)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2701,"9803	Influenza B virus (B/Roma/2/03)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2702,"9804	Influenza B virus (B/Roma/3/03)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2703,"9805	Influenza B virus (B/Roma/4/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2704,"9806	Influenza B virus (B/Roma/7/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2705,"9807	Influenza B virus (B/Romania/217/1999)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2706,"9808	Influenza B virus (B/Russia/22/1995)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2707,"9809	Influenza B virus (B/Saga/S172/99)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2708,"9810	Influenza B virus (B/Seal/Netherlands/1/99)	Phocidae	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2709,"9811	Influenza B virus (B/Seoul/1163/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2710,"9812	Influenza B virus (B/Seoul/12/88)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2711,"9813	Influenza B virus (B/seoul/12/95)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2712,"9814	Influenza B virus (B/Seoul/13/95)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2713,"9815	Influenza B virus (B/Seoul/16/97)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2714,"9816	Influenza B virus (B/Seoul/17/95)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2715,"9817	Influenza B virus (B/Seoul/1/89)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2716,"9818	Influenza B virus (B/Seoul/19/97)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2717,"9819	Influenza B virus (B/Seoul/21/95)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2718,"9820	Influenza B virus (B/Seoul/232/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2719,"9821	Influenza B virus (B/Seoul/28/97)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2720,"9822	Influenza B virus (B/Seoul/31/97)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2721,"9823	Influenza B virus (B/Seoul/37/91)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2722,"9824	Influenza B virus (B/Seoul/38/91)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2723,"9825	Influenza B virus (B/Seoul/40/91)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2724,"9826	Influenza B virus (B/Seoul/41/91)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2725,"9827	Influenza B virus (B/Seoul/6/88)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2726,"9828	Influenza B virus (B/Shandong/7/97)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2727,"9829	Influenza B virus (B/Shangdong/7/97)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2728,"9830	Influenza B virus (B/Shanghai/10/80)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2729,"9831	Influenza B virus (B/Shanghai/1/77)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2730,"9832	Influenza B virus (B/Shanghai/24/76)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2731,"9833	Influenza B virus (B/Shanghai/35/84)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2732,"9834	Influenza B virus (B/Shanghai/361/03)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2733,"9835	Influenza B virus (B/Shanghai/361/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2734,"9836	Influenza B virus (B/Shenzhen/423/99)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2735,"9837	Influenza B virus (B/Shiga/51/98)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2736,"9838	Influenza B virus (B/Shiga/N18/98)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2737,"9839	Influenza B virus (B/Shiga/T30/98)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2738,"9840	Influenza B virus (B/Shiga/T37/98)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2739,"9841	Influenza B virus (B/Shizuoka/15/2001)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2740,"9842	Influenza B virus (B/Shizuoka/480/2000)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2741,"9843	Influenza B virus (B/Sichuan/281/96)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2742,"9844	Influenza B virus (B/Sichuan/317/2001)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2743,"9845	Influenza B virus (B/Sichuan/379/99)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2744,"9846	Influenza B virus (B/Sichuan/38/2000)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2745,"9847	Influenza B virus (B/Sichuan/8/92)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2746,"9848	Influenza B virus (B/Siena/1/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2747,"9849	Influenza B virus (B/Singapore/04/1991)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2748,"9850	Influenza B virus (B/Singapore/22/1998)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2749,"9851	Influenza B virus (B/Singapore/222/79)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2750,"9852	Influenza B virus (B/Singapore/31/1998)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2751,"9853	Influenza B virus (B/South Carolina/25723/99)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2752,"9854	Influenza B virus (B/South Carolina/3/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2753,"9855	Influenza B virus (B/South Carolina/4/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2754,"9856	Influenza B virus (B/South Dakota/1/2000)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2755,"9857	Influenza B virus (B/South Dakota/3/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
