#pathogen_cv=ncbi_taxonomy,gemina_curation									
#curation_cv=gemina _curation									
#source_cv=ncbi_taxonomy,ENVO,gemina_curation,gemina_anatomy									
#disease_cv=DOID,gemina_curation									
#portal_cv=gemina_anatomy,gemina_curation									
#infection_atts_cv=gemina_curation,symptoms,infection_attribute									
#transmission_atts_cv=transmission_attribute									
#trans_type_cv=gemina_curation,transmission_process									
#id	pathogen	source	disease	trans_source	trans_type	portal	infection_atts	trans_atts	#comments
11678	Influenza A virus (A/Catalonia/562/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/562/2009(H1N1)) 
11679	Influenza A virus (A/Catalonia/563/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/563/2009(H1N1)) 
11680	Influenza A virus (A/Catalonia/565/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/565/2009(H1N1)) 
11681	Influenza A virus (A/Catalonia/569/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/569/2009(H1N1)) 
11682	Influenza A virus (A/Catalonia/570/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/570/2009(H1N1)) 
11683	Influenza A virus (A/Catalonia/571/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/571/2009(H1N1)) 
11684	Influenza A virus (A/Catalonia/572/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/572/2009(H1N1)) 
11685	Influenza A virus (A/Catalonia/580/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/580/2009(H1N1)) 
11686	Influenza A virus (A/Catalonia/586/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/586/2009(H1N1)) 
11687	Influenza A virus (A/Catalonia/594/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/594/2009(H1N1)) 
11688	Influenza A virus (A/Catalonia/596/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/596/2009(H1N1)) 
11689	Influenza A virus (A/Catalonia/597/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/597/2009(H1N1)) 
11690	Influenza A virus (A/Catalonia/598/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/598/2009(H1N1)) 
11691	Influenza A virus (A/Catalonia/600/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/600/2009(H1N1)) 
11692	Influenza A virus (A/Catalonia/604/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/604/2009(H1N1)) 
11693	Influenza A virus (A/Catalonia/607/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/607/2009(H1N1)) 
11694	Influenza A virus (A/Catalonia/627/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/627/2009(H1N1)) 
11695	Influenza A virus (A/Catalonia/635/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/635/2009(H1N1)) 
11696	Influenza A virus (A/Moscow/IIV04/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Moscow/IIV04/2009(H1N1)) 
11697	Influenza A virus (A/Ancona/05/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Ancona/05/2009(H1N1)) 
11698	Influenza A virus (A/Athens/2277/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Athens/2277/2009(H1N1)) 
11699	Influenza A virus (A/Crete/2307/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Crete/2307/2009(H1N1)) 
11700	Influenza A virus (A/Crete/2305/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Crete/2305/2009(H1N1)) 
11701	Influenza A virus (A/Crete/2331/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Crete/2331/2009(H1N1)) 
11702	Influenza A virus (A/Athens/2275/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Athens/2275/2009(H1N1)) 
11703	Influenza A virus (A/Athens/2294/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Athens/2294/2009(H1N1)) 
11704	Influenza A virus (A/Athens/2385/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Athens/2385/2009(H1N1)) 
11705	Influenza A virus (A/New York/3231/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/New York/3231/2009(H1N1)) 
11706	Influenza A virus (A/Mexico/InDRE4115/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Mexico/InDRE4115/2009(H1N1)) 
11707	Influenza A virus (A/Osaka/180/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Osaka/180/2009(H1N1)) 
11708	Influenza A virus (A/Regensburg/D6/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Regensburg/D6/2009(H1N1)) 
11709	Influenza A virus (A/New Jersey/04/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/New Jersey/04/2009(H1N1)) 
11710	Influenza A virus (A/New Jersey/03/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/New Jersey/03/2009(H1N1)) 
11711	Influenza A virus (A/Shanghai/60T/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Shanghai/60T/2009(H1N1)) 
11712	Influenza A virus (A/Shanghai/143T/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Shanghai/143T/2009(H1N1)) 
11713	Influenza A virus (A/Italy/145/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Italy/145/2009(H1N1)) 
11714	Influenza A virus (A/Italy/172/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Italy/172/2009(H1N1)) 
11715	Influenza A virus (A/Italy/210/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Italy/210/2009(H1N1)) 
11716	Influenza A virus (A/Italy/209/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Italy/209/2009(H1N1)) 
11717	Influenza A virus (A/Yamaguchi/22/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Yamaguchi/22/2009(H1N1)) 
#10166	Influenza B virus (B/Yamagata/16/1988)	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#10193	Influenza B virus	Phocidae	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#11001	Influenza A virus (A/Georgia/01/2009(H1N1))	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#Flu database- 04/2009-06/03/2009 - Swine flu
#11100	Influenza A virus (A/California/05/2009(H1N1))	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#Incidents with 03/3009 - Swine flu
#1508	Influenza A virus (A/chicken/NY/14714-2/99(H7N2))	Gallus gallus	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#1524	Influenza A virus (A/chicken/Pennsylvania/143586/2002(H7N2))	Gallus gallus	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#1538	Influenza A virus (A/chicken/Pakistan/34669/1995(H7N3))	Gallus gallus	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#1714	Influenza A virus (A/chicken/Tel Adashim/1506/03(H9N2))	Gallus gallus	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#1867	Influenza A virus (A/chicken/Pennsylvania/1370/1983(H5N2))	Gallus gallus	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#240	Influenza A virus (A/Berkeley/1/1968(H2N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#2404	Influenza A virus (A/duck/Hong Kong/293/1978(H7N2))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#242	Influenza A virus (A/Berkeley/1/1968(H2N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#243	Influenza A virus (A/Berkeley/1/1968(H2N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#2557	Influenza A virus (A/duck/Memphis/928/1974(H3N8))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#2562	Influenza A virus (A/duck/Minnesota/1525/1981(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#2730	Influenza A virus (A/duck/Ukraine/1/1963(H3N8))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#2731	Influenza A virus (A/duck/Ukraine/1/1963(H3N8))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#2855	Influenza A virus (A/El Salvador/2/1957(H2N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#2888	Influenza A virus (A/England/427/1988(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#2901	Influenza A virus (A/England/878/1969(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#2904	Influenza A virus (A/England/939/1969(H3N2) x A/Puerto_Rico/8/1934(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#2981	Influenza A virus (A/equine/Jilin/1/1989(H3N8))	Equus caballus	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#3072	Influenza A virus (A/Finland/144/1990(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#3079	Influenza A virus (A/Finland/170/2003 (H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#3092	Influenza A virus (A/Finland/211/1992(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#3102	Influenza A virus (A/Finland/239/1992(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#3106	Influenza A virus (A/Finland/247/1992(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#3110	Influenza A virus (A/Finland/263/1993(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#3116	Influenza A virus (A/Finland/274/1993(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#3118	Influenza A virus (A/Finland/276/1993(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#3121	Influenza A virus (A/Finland/278/1993(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#3127	Influenza A virus (A/Finland/292/1993(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#3154	Influenza A virus (A/Finland/339/1995(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#3277	Influenza A virus (A/Fort Monmouth/1/1947-mouse adapted(H1N1))	Mus musculus	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#3289	Influenza A virus (A/chicken/Rostock/8/1934(H7N1))	Aves	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#3368	Influenza A virus (A/Fukuoka/C29/1985(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#3503	Influenza A virus (A/goose/Hong Kong/23/1978(H5N3))	Anser sp.	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#3654	Influenza A virus (A/gray teal/Australia/2/1979(H4N4))	Anas gracilis	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#3675	Influenza A virus (A/Guangdong/25/1993(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#3681	Influenza A virus (A/Guangdong/39/1989(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#3685	Influenza A virus (A/Guangdong/9/1987(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#3739	Influenza A virus (A/gull/Maryland/19/1977(H2N9))	Larus	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
#3801	Influenza A virus (A/herring gull/Delaware/660/1988(H13N6))	Larus argentatus	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
